reboot time                                Sat Sep  5 02:23
shutdown time                              Sat Sep  5 02:18
reboot time                                Thu Sep  3 22:11
shutdown time                              Thu Sep  3 22:11
reboot time                                Sun Aug 23 23:10
shutdown time                              Sun Aug 23 23:09
